"phenotype"	"phenotypeLabel"
"http://purl.obolibrary.org/obo/HP_0410324"	"Dust mite allergy"
"http://purl.obolibrary.org/obo/HP_0410333"	"Seafood allergy"
"http://purl.obolibrary.org/obo/HP_0410335"	"Insect allergy"
"http://purl.obolibrary.org/obo/HP_0500089"	"Optic nerve sheath meningioma"
"http://purl.obolibrary.org/obo/HP_0500139"	"Hypoprolinemia"
"http://purl.obolibrary.org/obo/HP_0500151"	"Hypercystinemia"
"http://purl.obolibrary.org/obo/HP_0500182"	"Hypotaurinemia"
"http://purl.obolibrary.org/obo/MP_0000298"	"absent atrioventricular cushions"
"http://purl.obolibrary.org/obo/MP_0001237"	"enlarged spinous cells"
"http://purl.obolibrary.org/obo/MP_0001677"	"absent apical ectodermal ridge"
"http://purl.obolibrary.org/obo/MP_0002476"	"obsolete abnormal C5 physiology"
"http://purl.obolibrary.org/obo/MP_0003067"	"decreased liver copper level"
"http://purl.obolibrary.org/obo/MP_0003531"	"abnormal vagina development"
"http://purl.obolibrary.org/obo/MP_0003666"	"impaired sperm capacitation"
"http://purl.obolibrary.org/obo/MP_0003849"	"greasy coat"
"http://purl.obolibrary.org/obo/MP_0004336"	"small utricle"
"http://purl.obolibrary.org/obo/MP_0004354"	"absent deltoid tuberosity"
"http://purl.obolibrary.org/obo/MP_0004619"	"caudal vertebral fusion"
"http://purl.obolibrary.org/obo/MP_0004864"	"spiral ligament degeneration"
"http://purl.obolibrary.org/obo/MP_0005001"	"abnormal clonal deletion"
"http://purl.obolibrary.org/obo/MP_0005091"	"increased double-positive T cell number"
"http://purl.obolibrary.org/obo/MP_0005128"	"decreased adrenocorticotropin level"
"http://purl.obolibrary.org/obo/MP_0006014"	"dilated endolymphatic sac"
"http://purl.obolibrary.org/obo/MP_0006163"	"ankyloblepharon filiform"
"http://purl.obolibrary.org/obo/MP_0006294"	"absent optic vesicle"
"http://purl.obolibrary.org/obo/MP_0008375"	"short malleus manubrium"
"http://purl.obolibrary.org/obo/MP_0009076"	"rudimentary Mullerian ducts"
"http://purl.obolibrary.org/obo/MP_0009109"	"decreased pancreas weight"
"http://purl.obolibrary.org/obo/MP_0009773"	"absent retina"
"http://purl.obolibrary.org/obo/MP_0010116"	"abnormal primitive urogenital sinus morphology"
"http://purl.obolibrary.org/obo/MP_0010688"	"hair follicle outer root sheath hyperplasia"
"http://purl.obolibrary.org/obo/MP_0010980"	"ectopic ureteric bud"
"http://purl.obolibrary.org/obo/MP_0011248"	"visceral organ asymmetry"
"http://purl.obolibrary.org/obo/MP_0011627"	"decreased skin pigmentation"
"http://purl.obolibrary.org/obo/MP_0011662"	"persistent truncus arteriosus type ii"
"http://purl.obolibrary.org/obo/MP_0011959"	"abnormal eye posterior chamber depth"
"http://purl.obolibrary.org/obo/MP_0012520"	"absent Brunner's glands"
"http://purl.obolibrary.org/obo/MP_0012686"	"everted embryonic neuroepithelium"
"http://purl.obolibrary.org/obo/MP_0013838"	"small caudate nucleus"
"http://purl.obolibrary.org/obo/MP_0013934"	"supratentorial ventricles enlargement"
"http://purl.obolibrary.org/obo/MP_0020318"	"increased vascular endothelial cell adhesion"
"http://purl.obolibrary.org/obo/MP_0020446"	"increased NAD(P)H oxidase activity"
"http://purl.obolibrary.org/obo/MP_0020845"	"abnormal DNA-templated transcription"
"http://purl.obolibrary.org/obo/MP_0020846"	"abnormal cell motility"
"http://purl.obolibrary.org/obo/MP_0030103"	"abnormal orbit shape"
"http://purl.obolibrary.org/obo/MP_0030237"	"absent mental foramen"
"http://purl.obolibrary.org/obo/MP_0030483"	"decreased osteocyte number"
"http://purl.obolibrary.org/obo/MP_0030579"	"thoracoabdominoschisis"
"http://purl.obolibrary.org/obo/MP_0030589"	"increased pancreatic alpha cell mass"
"http://purl.obolibrary.org/obo/MP_0030615"	"ethylmalonic aciduria"
"http://purl.obolibrary.org/obo/MP_0030617"	"hyperglutaminuria"
"http://purl.obolibrary.org/obo/MP_0030618"	"tryptophanuria"
"http://purl.obolibrary.org/obo/MP_0030630"	"increased circulating methylmalonic acid level"
"http://purl.obolibrary.org/obo/MP_0030661"	"increased circulating arginine level"
"http://purl.obolibrary.org/obo/MP_0030667"	"increased circulating proline level"
"http://purl.obolibrary.org/obo/MP_0030681"	"increased circulating hydroxyproline level"
"http://purl.obolibrary.org/obo/MP_0030682"	"hydroxyprolinuria"
"http://purl.obolibrary.org/obo/MP_0030689"	"cystathioninuria"
"http://purl.obolibrary.org/obo/MP_0030706"	"increased glutamine level"
"http://purl.obolibrary.org/obo/MP_0030722"	"decreased lysine level"
"http://purl.obolibrary.org/obo/MP_0030727"	"increased circulating valine level"
"http://purl.obolibrary.org/obo/MP_0030761"	"increased adrenaline level"
"http://purl.obolibrary.org/obo/MP_0030770"	"increased urine adrenaline level"
"http://purl.obolibrary.org/obo/MP_0030833"	"small acromion"
"http://purl.obolibrary.org/obo/MP_0030860"	"patellar dislocation"
"http://purl.obolibrary.org/obo/MP_0030885"	"increased radius size"
"http://purl.obolibrary.org/obo/MP_0030927"	"decreased telomere length"
"http://purl.obolibrary.org/obo/MP_0030930"	"decreased digit pigmentation"
"http://purl.obolibrary.org/obo/MP_0030956"	"abnormal neuronal precursor cell migration"
"http://purl.obolibrary.org/obo/MP_0030970"	"ketosis"
"http://purl.obolibrary.org/obo/HP_0004788"	"Intestinal lymphedema"
"http://purl.obolibrary.org/obo/HP_0030365"	"Vaginal birth after Caesarian"
"http://purl.obolibrary.org/obo/HP_0030686"	"Increased adiponectin level"
"http://purl.obolibrary.org/obo/HP_0032002"	"Orange urine"
"http://purl.obolibrary.org/obo/HP_0032006"	"Lip tremor"
"http://purl.obolibrary.org/obo/HP_0032446"	"Pulmonary bulla"
"http://purl.obolibrary.org/obo/HP_0100855"	"Triceps hypoplasia"
"http://purl.obolibrary.org/obo/HP_0410265"	"Supraglottic hemangioma"
"http://purl.obolibrary.org/obo/MP_0003740"	"fusion of middle ear ossicles"
"http://purl.obolibrary.org/obo/MP_0003754"	"increased gingival papilloma incidence"
"http://purl.obolibrary.org/obo/MP_0004709"	"cervical vertebrae degeneration"
"http://purl.obolibrary.org/obo/MP_0004988"	"increased osteoblast cell number"
"http://purl.obolibrary.org/obo/MP_0030716"	"decreased circulating isoleucine level"
"http://purl.obolibrary.org/obo/HP_0010086"	"Broad proximal phalanx of the hallux"
"http://purl.obolibrary.org/obo/HP_0011299"	"Partial absence of finger"
"http://purl.obolibrary.org/obo/HP_0011319"	"Bilambdoid synostosis"
"http://purl.obolibrary.org/obo/HP_0011616"	"Pulmonary situs inversus"
"http://purl.obolibrary.org/obo/HP_0011652"	"Double outlet right ventricle with doubly committed ventricular septal defect without pulmonary stenosis"
"http://purl.obolibrary.org/obo/HP_0032049"	"Focal cortical dysplasia type Ib"
"http://purl.obolibrary.org/obo/HP_0032555"	"Bounding pulse"
"http://purl.obolibrary.org/obo/MP_0006156"	"abnormal visual pursuit"
"http://purl.obolibrary.org/obo/MP_0008362"	"increased CD8-positive, gamma-delta intraepithelial T cell number"
"http://purl.obolibrary.org/obo/MP_0008441"	"thin cortical plate"
"http://purl.obolibrary.org/obo/MP_0020240"	"increased skeletal muscle cell apoptosis"
"http://purl.obolibrary.org/obo/MP_0030732"	"increased gamma-aminobutyric acid level"
"http://purl.obolibrary.org/obo/HP_0031890"	"Increased urine urobilinogen"
"http://purl.obolibrary.org/obo/HP_0500149"	"Hyperglutamatemia"
"http://purl.obolibrary.org/obo/MP_0005305"	"prostate gland anterior lobe hyperplasia"
"http://purl.obolibrary.org/obo/MP_0009163"	"absent pancreatic duct"
"http://purl.obolibrary.org/obo/MP_0009252"	"absent urinary bladder"
"http://purl.obolibrary.org/obo/MP_0012100"	"absent spongiotrophoblast"
"http://purl.obolibrary.org/obo/MP_0012464"	"decreased optic tract size"
"http://purl.obolibrary.org/obo/MP_0012647"	"decreased urokinase activity"
"http://purl.obolibrary.org/obo/MP_0014198"	"absent pituitary infundibular stalk"
"http://purl.obolibrary.org/obo/MP_0030710"	"decreased circulating glutamine level"
"http://purl.obolibrary.org/obo/HP_0007702"	"obsolete Pigmentary retinal deposits"
"http://purl.obolibrary.org/obo/HP_0009599"	"Abnormality of thumb epiphysis"
"http://purl.obolibrary.org/obo/HP_0009686"	"Absent epiphyses of the thumb"
"http://purl.obolibrary.org/obo/HP_0009935"	"Aplasia/Hypoplasia of the nasal septum"
"http://purl.obolibrary.org/obo/HP_0010596"	"Abnormality of the proximal radial epiphysis"
"http://purl.obolibrary.org/obo/HP_0010968"	"Abnormality of liposaccharide metabolism"
"http://purl.obolibrary.org/obo/HP_0011870"	"Impaired arachidonic acid-induced platelet aggregation"
"http://purl.obolibrary.org/obo/MP_0000379"	"decreased hair follicle number"
"http://purl.obolibrary.org/obo/MP_0002275"	"abnormal type II pneumocyte morphology"
"http://purl.obolibrary.org/obo/MP_0002802"	"abnormal discrimination learning"
"http://purl.obolibrary.org/obo/MP_0003349"	"abnormal circulating renin level"
"http://purl.obolibrary.org/obo/MP_0003352"	"increased circulating renin level"
"http://purl.obolibrary.org/obo/MP_0004141"	"abnormal enteroendocrine cell morphology"
"http://purl.obolibrary.org/obo/MP_0004152"	"abnormal circulating iron level"
"http://purl.obolibrary.org/obo/MP_0004470"	"small nasal bone"
"http://purl.obolibrary.org/obo/MP_0005270"	"abnormal zygomatic bone morphology"
"http://purl.obolibrary.org/obo/MP_0005351"	"decreased susceptibility to autoimmune disorder"
"http://purl.obolibrary.org/obo/MP_0009145"	"abnormal pancreatic acinus morphology"
"http://purl.obolibrary.org/obo/MP_0009166"	"abnormal pancreatic islet number"
"http://purl.obolibrary.org/obo/MP_0009746"	"enhanced behavioral response to xenobiotic"
"http://purl.obolibrary.org/obo/MP_0010158"	"abnormal intestine development"
"http://purl.obolibrary.org/obo/MP_0011139"	"increased lung endothelial cell proliferation"
"http://purl.obolibrary.org/obo/MP_0011732"	"decreased somite size"
"http://purl.obolibrary.org/obo/MP_0013388"	"small Meibomian gland"
"http://purl.obolibrary.org/obo/MP_0013672"	"decreased mature NK cell number"
"http://purl.obolibrary.org/obo/MP_0013802"	"abnormal IgG2 level"
"http://purl.obolibrary.org/obo/MP_0013936"	"abnormal thymus topology"
"http://purl.obolibrary.org/obo/MP_0020073"	"abnormal tyrosine 3-monooxygenase activity"
"http://purl.obolibrary.org/obo/MP_0020118"	"abnormal alcohol dehydrogenase activity"
"http://purl.obolibrary.org/obo/HP_0011202"	"EEG with diffuse acceleration"
"http://purl.obolibrary.org/obo/HP_0030326"	"Abnormal macrophage count"
"http://purl.obolibrary.org/obo/HP_0040199"	"obsolete Flat midface"
"http://purl.obolibrary.org/obo/MP_0002340"	"abnormal axillary lymph node morphology"
"http://purl.obolibrary.org/obo/MP_0003174"	"increased lysosomal enzyme secretion"
"http://purl.obolibrary.org/obo/MP_0004129"	"abnormal respiratory quotient"
"http://purl.obolibrary.org/obo/MP_0005105"	"abnormal middle ear ossicle morphology"
"http://purl.obolibrary.org/obo/MP_0005240"	"abnormal amacrine cell morphology"
"http://purl.obolibrary.org/obo/MP_0008345"	"abnormal gamma-delta T cell number"
"http://purl.obolibrary.org/obo/MP_0008523"	"absent lymph node germinal center"
"http://purl.obolibrary.org/obo/MP_0009334"	"abnormal splenocyte proliferation"
"http://purl.obolibrary.org/obo/MP_0009372"	"abnormal cumulus oophorus morphology"
"http://purl.obolibrary.org/obo/MP_0010207"	"abnormal telomere morphology"
"http://purl.obolibrary.org/obo/MP_0010464"	"abnormal aortic arch and aortic arch branch attachment"
"http://purl.obolibrary.org/obo/MP_0010622"	"abnormal tricuspid valve cusp morphology"
"http://purl.obolibrary.org/obo/MP_0010900"	"abnormal pulmonary interalveolar septum morphology"
"http://purl.obolibrary.org/obo/MP_0010924"	"abnormal osteoid morphology"
"http://purl.obolibrary.org/obo/MP_0011072"	"abnormal macrophage cytokine production"
"http://purl.obolibrary.org/obo/MP_0020116"	"increased sphingosine level"
"http://purl.obolibrary.org/obo/MP_0020242"	"enlarged paws"
"http://purl.obolibrary.org/obo/HP_0010321"	"Abnormality of the 4th toe"
"http://purl.obolibrary.org/obo/HP_0030684"	"Abnormal adiponectin level"
"http://purl.obolibrary.org/obo/MP_0000370"	"head blaze"
"http://purl.obolibrary.org/obo/MP_0000574"	"abnormal foot pad morphology"
"http://purl.obolibrary.org/obo/MP_0000898"	"midbrain hyperplasia"
"http://purl.obolibrary.org/obo/MP_0002346"	"abnormal lymph node secondary follicle morphology"
"http://purl.obolibrary.org/obo/MP_0002623"	"abnormal vestibular hair cell morphology"
"http://purl.obolibrary.org/obo/MP_0003150"	"detached tectorial membrane"
"http://purl.obolibrary.org/obo/MP_0003262"	"intestinal/bowel diverticulum"
"http://purl.obolibrary.org/obo/MP_0003374"	"decreased circulating mineralocorticoid level"
"http://purl.obolibrary.org/obo/MP_0004608"	"abnormal cervical axis morphology"
"http://purl.obolibrary.org/obo/MP_0004979"	"abnormal neuronal precursor cell number"
"http://purl.obolibrary.org/obo/MP_0005208"	"abnormal iris stroma morphology"
"http://purl.obolibrary.org/obo/MP_0008533"	"abnormal anterior visceral endoderm morphology"
"http://purl.obolibrary.org/obo/MP_0008650"	"abnormal interleukin-1 secretion"
"http://purl.obolibrary.org/obo/MP_0010097"	"abnormal retinal blood vessel morphology"
"http://purl.obolibrary.org/obo/MP_0010210"	"abnormal circulating cytokine level"
"http://purl.obolibrary.org/obo/MP_0010755"	"abnormal heart right ventricle pressure"
"http://purl.obolibrary.org/obo/MP_0010776"	"abnormal placenta metrial gland morphology"
"http://purl.obolibrary.org/obo/MP_0012537"	"abnormal hyaloid artery morphology"
"http://purl.obolibrary.org/obo/MP_0013804"	"decreased IgG2 level"
"http://purl.obolibrary.org/obo/MP_0020259"	"abnormal beta-galactosidase level"
"http://purl.obolibrary.org/obo/MP_0020261"	"increased beta-galactosidase level"
"http://purl.obolibrary.org/obo/HP_0011768"	"Parathyroid dysgenesis"
"http://purl.obolibrary.org/obo/MP_0004521"	"abnormal cochlear hair cell stereociliary bundle morphology"
"http://purl.obolibrary.org/obo/MP_0006281"	"abnormal tail development"
"http://purl.obolibrary.org/obo/MP_0008522"	"abnormal lymph node germinal center morphology"
"http://purl.obolibrary.org/obo/MP_0008729"	"decreased memory B cell number"
"http://purl.obolibrary.org/obo/MP_0010945"	"lung epithelium hyperplasia"
"http://purl.obolibrary.org/obo/MP_0011354"	"absent renal glomerulus"
"http://purl.obolibrary.org/obo/MP_0011905"	"abnormal Schwann cell proliferation"
"http://purl.obolibrary.org/obo/MP_0012698"	"increased maternal body weight gain"
"http://purl.obolibrary.org/obo/MP_0000655"	"dilated sex gland"
"http://purl.obolibrary.org/obo/MP_0008689"	"abnormal interleukin-23 secretion"
"http://purl.obolibrary.org/obo/MP_0009587"	"abnormal plasma membrane sphingolipid content"
"http://purl.obolibrary.org/obo/MP_0010266"	"decreased liver tumor incidence"
"http://purl.obolibrary.org/obo/MP_0012000"	"abnormal limb position"
"http://purl.obolibrary.org/obo/MP_0012764"	"increased alpha-beta T cell number"
"http://purl.obolibrary.org/obo/MP_0002434"	"abnormal T-helper 2 cell morphology"
"http://purl.obolibrary.org/obo/MP_0010754"	"abnormal heart left ventricle pressure"
"http://purl.obolibrary.org/obo/MP_0005144"	"abnormal circulating VLDL cholesterol level"
"http://purl.obolibrary.org/obo/HP_0000012"	"Urinary urgency"
"http://purl.obolibrary.org/obo/HP_0000033"	"Ambiguous genitalia, male"
"http://purl.obolibrary.org/obo/HP_0000072"	"Hydroureter"
"http://purl.obolibrary.org/obo/HP_0000075"	"Renal duplication"
"http://purl.obolibrary.org/obo/HP_0000097"	"Focal segmental glomerulosclerosis"
"http://purl.obolibrary.org/obo/HP_0000122"	"Unilateral renal agenesis"
"http://purl.obolibrary.org/obo/HP_0000127"	"Renal salt wasting"
"http://purl.obolibrary.org/obo/HP_0000190"	"Abnormal oral frenulum morphology"
"http://purl.obolibrary.org/obo/HP_0000221"	"Furrowed tongue"
"http://purl.obolibrary.org/obo/HP_0000270"	"Delayed cranial suture closure"
"http://purl.obolibrary.org/obo/HP_0000327"	"Hypoplasia of the maxilla"
"http://purl.obolibrary.org/obo/HP_0000360"	"Tinnitus"
"http://purl.obolibrary.org/obo/HP_0000372"	"Abnormality of the auditory canal"
"http://purl.obolibrary.org/obo/HP_0000387"	"Absent earlobe"
"http://purl.obolibrary.org/obo/HP_0000446"	"Narrow nasal bridge"
"http://purl.obolibrary.org/obo/HP_0000448"	"Prominent nose"
"http://purl.obolibrary.org/obo/HP_0000465"	"Webbed neck"
"http://purl.obolibrary.org/obo/HP_0000491"	"Keratitis"
"http://purl.obolibrary.org/obo/HP_0000548"	"Cone/cone-rod dystrophy"
"http://purl.obolibrary.org/obo/HP_0000575"	"Scotoma"
"http://purl.obolibrary.org/obo/HP_0000590"	"Progressive external ophthalmoplegia"
"http://purl.obolibrary.org/obo/HP_0000635"	"Blue irides"
"http://purl.obolibrary.org/obo/HP_0000646"	"Amblyopia"
"http://purl.obolibrary.org/obo/HP_0000705"	"Amelogenesis imperfecta"
"http://purl.obolibrary.org/obo/HP_0000744"	"Low frustration tolerance"
"http://purl.obolibrary.org/obo/HP_0000813"	"Bicornuate uterus"
"http://purl.obolibrary.org/obo/HP_0000847"	"Abnormality of renin-angiotensin system"
"http://purl.obolibrary.org/obo/HP_0000855"	"Insulin resistance"
"http://purl.obolibrary.org/obo/HP_0000974"	"Hyperextensible skin"
"http://purl.obolibrary.org/obo/HP_0001058"	"Poor wound healing"
"http://purl.obolibrary.org/obo/HP_0001100"	"Heterochromia iridis"
"http://purl.obolibrary.org/obo/HP_0001133"	"Constriction of peripheral visual field"
"http://purl.obolibrary.org/obo/HP_0001278"	"Orthostatic hypotension"
"http://purl.obolibrary.org/obo/HP_0001283"	"Bulbar palsy"
"http://purl.obolibrary.org/obo/HP_0001331"	"Absent septum pellucidum"
"http://purl.obolibrary.org/obo/HP_0001342"	"Cerebral hemorrhage"
"http://purl.obolibrary.org/obo/HP_0001421"	"Abnormality of the musculature of the hand"
"http://purl.obolibrary.org/obo/HP_0001436"	"Abnormality of the foot musculature"
"http://purl.obolibrary.org/obo/HP_0001582"	"Redundant skin"
"http://purl.obolibrary.org/obo/HP_0001605"	"Vocal cord paralysis"
"http://purl.obolibrary.org/obo/HP_0001663"	"Ventricular fibrillation"
"http://purl.obolibrary.org/obo/HP_0001677"	"Coronary artery atherosclerosis"
"http://purl.obolibrary.org/obo/HP_0001701"	"Pericarditis"
"http://purl.obolibrary.org/obo/HP_0001739"	"Abnormal nasopharynx morphology"
"http://purl.obolibrary.org/obo/HP_0001822"	"Hallux valgus"
"http://purl.obolibrary.org/obo/HP_0001837"	"Broad toe"
"http://purl.obolibrary.org/obo/HP_0001879"	"Abnormal eosinophil morphology"
"http://purl.obolibrary.org/obo/HP_0001920"	"Renal artery stenosis"
"http://purl.obolibrary.org/obo/HP_0001931"	"Hypochromic anemia"
"http://purl.obolibrary.org/obo/HP_0001935"	"Microcytic anemia"
"http://purl.obolibrary.org/obo/HP_0002045"	"Hypothermia"
"http://purl.obolibrary.org/obo/HP_0002101"	"Abnormal lung lobation"
"http://purl.obolibrary.org/obo/HP_0002107"	"Pneumothorax"
"http://purl.obolibrary.org/obo/HP_0002144"	"Tethered cord"
"http://purl.obolibrary.org/obo/HP_0002148"	"Hypophosphatemia"
"http://purl.obolibrary.org/obo/HP_0002199"	"Hypocalcemic seizures"
"http://purl.obolibrary.org/obo/HP_0002202"	"Pleural effusion"
"http://purl.obolibrary.org/obo/HP_0002204"	"Pulmonary embolism"
"http://purl.obolibrary.org/obo/HP_0002206"	"Pulmonary fibrosis"
"http://purl.obolibrary.org/obo/HP_0002208"	"Coarse hair"
"http://purl.obolibrary.org/obo/HP_0002266"	"Focal clonic seizure"
"http://purl.obolibrary.org/obo/HP_0002283"	"Global brain atrophy"
"http://purl.obolibrary.org/obo/HP_0002313"	"Spastic paraparesis"
"http://purl.obolibrary.org/obo/HP_0002321"	"Vertigo"
"http://purl.obolibrary.org/obo/HP_0002323"	"Anencephaly"
"http://purl.obolibrary.org/obo/HP_0002362"	"Shuffling gait"
"http://purl.obolibrary.org/obo/HP_0002488"	"Acute leukemia"
"http://purl.obolibrary.org/obo/HP_0002497"	"Spastic ataxia"
"http://purl.obolibrary.org/obo/HP_0002510"	"Spastic tetraplegia"
"http://purl.obolibrary.org/obo/HP_0002524"	"Cataplexy"
"http://purl.obolibrary.org/obo/HP_0002578"	"Gastroparesis"
"http://purl.obolibrary.org/obo/HP_0002585"	"Abnormality of the peritoneum"
"http://purl.obolibrary.org/obo/HP_0002630"	"Fat malabsorption"
"http://purl.obolibrary.org/obo/HP_0002667"	"Nephroblastoma"
"http://purl.obolibrary.org/obo/HP_0002672"	"Gastrointestinal carcinoma"
"http://purl.obolibrary.org/obo/HP_0002720"	"Decreased circulating IgA level"
"http://purl.obolibrary.org/obo/HP_0002725"	"Systemic lupus erythematosus"
"http://purl.obolibrary.org/obo/HP_0002728"	"Chronic mucocutaneous candidiasis"
"http://purl.obolibrary.org/obo/HP_0002748"	"Rickets"
"http://purl.obolibrary.org/obo/HP_0002792"	"Reduced vital capacity"
"http://purl.obolibrary.org/obo/HP_0002812"	"Coxa vara"
"http://purl.obolibrary.org/obo/HP_0002860"	"Squamous cell carcinoma"
"http://purl.obolibrary.org/obo/HP_0002861"	"Melanoma"
"http://purl.obolibrary.org/obo/HP_0002862"	"Bladder carcinoma"
"http://purl.obolibrary.org/obo/HP_0002885"	"Medulloblastoma"
"http://purl.obolibrary.org/obo/HP_0002902"	"Hyponatremia"
"http://purl.obolibrary.org/obo/HP_0002917"	"Hypomagnesemia"
"http://purl.obolibrary.org/obo/HP_0002949"	"Fused cervical vertebrae"
"http://purl.obolibrary.org/obo/HP_0002984"	"Hypoplasia of the radius"
"http://purl.obolibrary.org/obo/HP_0002991"	"Abnormality of fibula morphology"
"http://purl.obolibrary.org/obo/HP_0003019"	"Abnormality of the wrist"
"http://purl.obolibrary.org/obo/HP_0003022"	"Hypoplasia of the ulna"
"http://purl.obolibrary.org/obo/HP_0003042"	"Elbow dislocation"
"http://purl.obolibrary.org/obo/HP_0003074"	"Hyperglycemia"
"http://purl.obolibrary.org/obo/HP_0003103"	"Abnormal cortical bone morphology"
"http://purl.obolibrary.org/obo/HP_0003234"	"Decreased plasma carnitine"
"http://purl.obolibrary.org/obo/HP_0003281"	"Increased serum ferritin"
"http://purl.obolibrary.org/obo/HP_0003323"	"Progressive muscle weakness"
"http://purl.obolibrary.org/obo/HP_0003484"	"Upper limb muscle weakness"
"http://purl.obolibrary.org/obo/HP_0003493"	"Antinuclear antibody positivity"
"http://purl.obolibrary.org/obo/HP_0003552"	"Muscle stiffness"
"http://purl.obolibrary.org/obo/HP_0003687"	"Centrally nucleated skeletal muscle fibers"
"http://purl.obolibrary.org/obo/HP_0003722"	"Neck flexor weakness"
"http://purl.obolibrary.org/obo/HP_0003738"	"Exercise-induced myalgia"
"http://purl.obolibrary.org/obo/HP_0003781"	"Excessive salivation"
"http://purl.obolibrary.org/obo/HP_0003797"	"Limb-girdle muscle atrophy"
"http://purl.obolibrary.org/obo/HP_0003839"	"Abnormality of upper limb epiphysis morphology"
"http://purl.obolibrary.org/obo/HP_0003956"	"Bowed forearm bones"
"http://purl.obolibrary.org/obo/HP_0004278"	"Synostosis involving bones of the hand"
"http://purl.obolibrary.org/obo/HP_0004306"	"Abnormal endocardium morphology"
"http://purl.obolibrary.org/obo/HP_0004315"	"Decreased circulating IgG level"
"http://purl.obolibrary.org/obo/HP_0004379"	"Abnormality of alkaline phosphatase level"
"http://purl.obolibrary.org/obo/HP_0004397"	"Ectopic anus"
"http://purl.obolibrary.org/obo/HP_0004430"	"Severe combined immunodeficiency"
"http://purl.obolibrary.org/obo/HP_0004431"	"Complement deficiency"
"http://purl.obolibrary.org/obo/HP_0004437"	"Cranial hyperostosis"
"http://purl.obolibrary.org/obo/HP_0004756"	"Ventricular tachycardia"
"http://purl.obolibrary.org/obo/HP_0004796"	"Gastrointestinal obstruction"
"http://purl.obolibrary.org/obo/HP_0004798"	"Recurrent infection of the gastrointestinal tract"
"http://purl.obolibrary.org/obo/HP_0005106"	"Abnormality of the vertebral endplates"
"http://purl.obolibrary.org/obo/HP_0005469"	"Flat occiput"
"http://purl.obolibrary.org/obo/HP_0005562"	"Multiple renal cysts"
"http://purl.obolibrary.org/obo/HP_0005819"	"Short middle phalanx of finger"
"http://purl.obolibrary.org/obo/HP_0006479"	"Abnormality of the dental pulp"
"http://purl.obolibrary.org/obo/HP_0006532"	"Recurrent pneumonia"
"http://purl.obolibrary.org/obo/HP_0006695"	"Atrioventricular canal defect"
"http://purl.obolibrary.org/obo/HP_0006706"	"Cystic liver disease"
"http://purl.obolibrary.org/obo/HP_0006707"	"Abnormality of the hepatic vasculature"
"http://purl.obolibrary.org/obo/HP_0006737"	"Extraadrenal pheochromocytoma"
"http://purl.obolibrary.org/obo/HP_0006829"	"Severe muscular hypotonia"
"http://purl.obolibrary.org/obo/HP_0007372"	"Atrophy/Degeneration involving the corticospinal tracts"
"http://purl.obolibrary.org/obo/HP_0007392"	"Excessive wrinkled skin"
"http://purl.obolibrary.org/obo/HP_0007686"	"Abnormal pupillary function"
"http://purl.obolibrary.org/obo/HP_0007731"	"Chorioretinal dysplasia"
"http://purl.obolibrary.org/obo/HP_0007773"	"Vitreoretinopathy"
"http://purl.obolibrary.org/obo/HP_0007803"	"Monochromacy"
"http://purl.obolibrary.org/obo/HP_0007814"	"Retinal pigment epithelial mottling"
"http://purl.obolibrary.org/obo/HP_0007843"	"Attenuation of retinal blood vessels"
"http://purl.obolibrary.org/obo/HP_0008061"	"Aplasia/Hypoplasia of the retina"
"http://purl.obolibrary.org/obo/HP_0008362"	"Aplasia/Hypoplasia of the hallux"
"http://purl.obolibrary.org/obo/HP_0008515"	"Aplasia/Hypoplasia of the vertebrae"
"http://purl.obolibrary.org/obo/HP_0008518"	"Aplasia/Hypoplasia involving the vertebral column"
"http://purl.obolibrary.org/obo/HP_0008730"	"Female external genitalia in individual with 46,XY karyotype"
"http://purl.obolibrary.org/obo/HP_0008772"	"Aplasia/Hypoplasia of the external ear"
"http://purl.obolibrary.org/obo/HP_0008968"	"Muscle hypertrophy of the lower extremities"
"http://purl.obolibrary.org/obo/HP_0009140"	"Synostosis involving bones of the feet"
"http://purl.obolibrary.org/obo/HP_0009237"	"Short 5th finger"
"http://purl.obolibrary.org/obo/HP_0009702"	"Carpal synostosis"
"http://purl.obolibrary.org/obo/HP_0009728"	"Neoplasm of striated muscle"
"http://purl.obolibrary.org/obo/HP_0009799"	"Supernumerary spleens"
"http://purl.obolibrary.org/obo/HP_0009924"	"Aplasia/Hypoplasia involving the nose"
"http://purl.obolibrary.org/obo/HP_0009942"	"Duplication of thumb phalanx"
"http://purl.obolibrary.org/obo/HP_0010026"	"Aplasia/Hypoplasia of the 1st metacarpal"
"http://purl.obolibrary.org/obo/HP_0010057"	"Abnormality of the phalanges of the hallux"
"http://purl.obolibrary.org/obo/HP_0010109"	"Short hallux"
"http://purl.obolibrary.org/obo/HP_0010295"	"Aplasia/Hypoplasia of the tongue"
"http://purl.obolibrary.org/obo/HP_0010322"	"Abnormality of the 5th toe"
"http://purl.obolibrary.org/obo/HP_0010444"	"Pulmonary insufficiency"
"http://purl.obolibrary.org/obo/HP_0010514"	"Hyperpituitarism"
"http://purl.obolibrary.org/obo/HP_0010529"	"Echolalia"
"http://purl.obolibrary.org/obo/HP_0010577"	"Absent epiphyses"
"http://purl.obolibrary.org/obo/HP_0010609"	"Skin tags"
"http://purl.obolibrary.org/obo/HP_0010660"	"Abnormal hand bone ossification"
